name,final,coryat,right,wrong,uid,playerid
Dave,5399,13200,17,2,6286,12660
Matthew,9300,9600,14,0,6286,12650
Conor,5600,9000,20,4,6287,12655
Francois,20400,18400,21,2,6287,12654
Sara,4800,6800,12,2,6287,12657
James,89229,32000,37,0,6289,12600
Jenny,8801,4600,11,3,6289,12662
Adam,1,4200,10,2,6289,12661
James,86905,31400,34,0,6290,12600
Kate,13100,6600,10,0,6290,12664
Jason,14400,12400,14,0,6290,12663
James,71885,31600,35,1,6291,12600
Mary,7200,7200,11,1,6291,12666
Liz,-2400,-400,8,5,6291,12665
James,52108,24600,26,1,6292,12600
Laura,1200,1200,6,2,6292,12668
Nate,35800,19200,24,1,6292,12667
James,74400,28200,37,2,6293,12600
Sam,-2000,2600,10,5,6293,12670
Susan,1800,1800,3,2,6293,12669
Michael,11300,11300,26,1,6294,12673
Amy,4900,3700,10,4,6294,12672
Mitch,5801,4700,18,4,6294,12671
James,130022,37600,40,0,6295,12600
Monica,13195,6600,8,0,6295,12675
Scott,12399,6200,10,0,6295,12674
Salil,7201,7400,25,7,6296,12678
Sara,-600,-600,3,4,6296,12677
Cres,4900,4800,13,1,6296,12676
James,59381,32000,34,0,6297,12600
Jim-Bob,10,8200,13,0,6297,12680
Sara,16801,10200,11,0,6297,12679
Mark,5200,2400,19,7,6298,986
Mike,3999,6200,19,5,6298,12682
Peter,0,3800,13,1,6298,12681
Dana,5000,8400,21,3,6299,12685
Brian,7000,5700,18,3,6299,12684
Lisa,5900,6400,14,1,6299,12683
James,69033,31400,35,1,6300,12600
Faizan,9223,13200,15,1,6300,12687
Lisa,1,2800,6,1,6300,12686
Mike,7000,6900,23,3,6301,12690
Felicia,0,1700,11,3,6301,12689
David,7301,6600,16,0,6301,12688
James,58612,26000,32,1,6302,12600
Megan,7599,12200,12,1,6302,12692
Rob,1,8400,12,1,6302,12691
James,79633,33600,37,3,6303,12600
William,1500,800,6,2,6303,12694
Wyatt,7600,12600,16,0,6303,12693
James,24799,23400,25,0,6304,12600
Jay,17000,11000,13,1,6304,12696
Emma,46801,18800,21,0,6304,12695
Paul,4999,2500,15,2,6305,3543
Brian,9700,6000,20,4,6305,12684
Mitch,10801,6000,16,6,6305,12671
David,5000,2500,10,1,6306,12688
Dana,11500,6000,17,2,6306,12685
Salil,2300,7800,24,6,6306,12678
Emma,24600,20800,27,2,6307,12695
Matthew,19201,12200,14,1,6307,12698
Liz,7200,9600,10,0,6307,12697
Michael,12800,6700,25,6,6308,12673
Lisa,1600,2300,9,1,6308,12683
Mike,0,6700,13,2,6308,12690
Emma,25601,22200,27,1,6309,12695
Jonathan,-2000,-2800,9,6,6309,12700
Erin,0,14800,18,4,6309,12699
Michael,10900,10100,24,3,6310,12673
Dana,4600,3800,12,2,6310,12685
Mitch,7200,5100,16,1,6310,12671
Emma,5199,13800,16,1,6311,12695
Brendan!,38200,14000,18,1,6311,NA
Salomé,32800,16400,19,0,6311,NA
Brendan!,20500,20800,26,3,6313,NA
Allison!,20000,10000,16,1,6313,NA
Steven,2667,6400,9,2,6313,12703
Steve,6799,10500,22,2,6314,10039
Diane,100,4800,16,2,6314,12706
Andrew,1,3600,14,3,6314,12705
Scott,16600,10100,22,1,6315,577
André,1600,6600,21,3,6315,NA
Tim,5000,7400,17,2,6315,12707
Brendan!,35600,14600,15,1,6316,NA
Martin,35601,16200,21,1,6316,12710
Mary,400,14400,20,1,6316,12709
Martin,20601,17200,26,2,6318,12710
Dan,40600,13400,16,1,6318,12712
Terri,9900,5600,11,3,6318,12711
Gerry,5799,8900,22,2,6319,12714
Matt,10401,7500,18,2,6319,10397
E.J.,8200,5200,16,3,6319,12713
Dan,2799,18800,26,1,6320,12712
Ben,84,200,3,1,6320,12716
E.J.,28800,20400,23,3,6320,12715
Irene,10000,8600,21,2,6321,8226
Joe,2600,1300,7,2,6321,12718
Dorothy,8700,5300,17,2,6321,12717
Bill,6300,4300,15,4,6322,12721
Madeline,4050,2900,7,1,6322,12720
Joe,8700,8500,24,3,6322,12719
E.J.,25401,20000,24,1,6323,12715
Adrienne,24700,11600,16,1,6323,12723
Jim,6600,10800,13,2,6323,12722
E.J.,12499,16000,21,8,6324,12715
Eric,8001,8000,15,4,6324,12725
Becky,950,4000,11,5,6324,12724
K.C.,2000,2200,11,9,6325,12728
Muffy,8300,6800,20,1,6325,12727
Raj,8800,6000,19,3,6325,12726
Teagan,25201,21400,24,3,6326,12729
Stephanie,13999,9000,13,2,6326,12730
Ryan,19301,12600,18,0,6326,12731
Peter,8400,4200,16,3,6327,12733
Matt,0,7000,18,2,6327,9998
Elena,9400,10700,21,0,6327,12732
Lucas,21000,18000,21,3,6328,12736
Alison,11600,5800,12,1,6328,12735
Eesha,19787,20200,22,0,6328,12734
Jim,3600,3100,7,4,6329,12738
Barbara,5400,3400,13,4,6329,12737
Zeke,6799,6300,22,3,6329,8228
Justin,25342,22800,24,1,6330,12741
Rohit,0,11400,16,2,6330,12740
Sophia,13600,6800,13,3,6330,12739
Phil,7200,7200,18,2,6331,12743
Jane,5800,3400,13,4,6331,12742
Lee,6000,3200,14,5,6331,8227
Jackson,21600,21200,21,2,6332,12746
Sreekar,18000,12400,19,1,6332,12745
Audrey,16800,8400,11,1,6332,12744
Avi,25599,14200,23,0,6333,12749
Hannah,18200,16200,15,0,6333,12748
Shriya,23000,15800,16,1,6333,12747
Patrick,2,3800,15,5,6334,12751
Andi,0,7800,23,5,6334,12750
Phoebe,13500,7500,18,1,6334,1602
Justin,0,6600,13,5,6335,12741
Lucas,21601,19400,23,4,6335,12736
Hannah,100,10800,14,2,6335,12748
Nelson,22800,11100,24,1,6336,12753
Phoebe,26000,10400,24,1,6336,1602
Jessica,1,1800,10,3,6336,12752
Ruth,3199,7300,17,2,6337,9252
Joe,0,5800,16,1,6337,12719
Lee,6800,3600,15,3,6337,8227
Shriya,0,12200,16,1,6338,12747
Eesha,0,9200,15,4,6338,12734
Ryan,1599,10400,15,1,6338,12731
Irene,199,6800,18,2,6340,8226
Frank,0,1400,11,4,6340,9253
Bill,0,5700,13,2,6340,12721
Steve,15601,13200,37,1,6341,8683
Sandy,2700,3300,8,3,6341,12755
Michael,0,6800,12,0,6341,12754
Avi,24200,15600,22,1,6342,12749
Lucas,14800,8800,13,2,6342,12736
Ryan,15999,16200,17,0,6342,12731
Dorothy,11000,5500,13,3,6343,12717
Phil,5600,3400,14,3,6343,12743
Zeke,11201,6800,18,5,6343,8228
Kevin,15000,6800,19,1,6345,705
Gordon,7800,3600,16,6,6345,12757
Ed,100,6800,15,3,6345,12756
Zeke,9801,10100,23,1,6346,8228
Lee,5800,4800,18,2,6346,8227
Irene,-200,1000,10,6,6346,8226
E.J.,0,15000,15,2,6347,12715
Josh,8199,14000,20,1,6347,12759
Debbie,0,11800,18,2,6347,12758
Kristine,10200,7400,18,2,6348,12762
Ann,-1300,-1300,9,7,6348,12761
Monroe,9800,10100,23,0,6348,12760
Josh,8799,15400,18,3,6349,12759
Allison,4000,15800,20,0,6349,12764
Charlie,32800,15600,19,1,6349,12763
Charlie,24000,21000,25,3,6350,12763
Dan,5400,8400,17,4,6350,12766
Cathy,0,2000,9,4,6350,12765
Charlie,24801,14800,20,0,6351,12763
Wendy,24800,12000,15,0,6351,12768
Ryan,34650,25200,23,0,6351,12767
Ryan,29199,22600,31,0,6352,12767
Sally,21400,12400,15,0,6352,12770
Jim,1200,12600,12,3,6352,12769
Billy,11400,8200,19,2,6353,652
Nick,7900,10700,25,1,6353,654
Stephanie,12900,6900,14,0,6353,653
Ryan,32801,17000,21,2,6354,12767
Holly,0,7200,13,4,6354,12772
Sarah,32400,10800,12,0,6354,12771
Ann,499,8600,19,2,6355,12774
John,5600,4000,12,4,6355,1600
Jeff,0,8900,25,1,6355,12773
Liz,8600,8100,20,0,6356,12616
Patricia,5400,3300,15,6,6356,12776
Bill,-800,6200,20,7,6356,12775
Liz,16399,7000,15,1,6357,12616
Robert,1300,9400,23,3,6357,12778
Rachel,2450,4500,16,2,6357,12777
Liz,6000,3000,9,4,6358,12616
John,6700,3500,21,5,6358,12780
Christine,2500,5500,13,2,6358,12779
John,100,7600,18,1,6359,12780
Dom,100,5700,18,3,6359,12782
Walter,15200,5900,20,4,6359,8285
Barbara,11401,8700,20,2,6360,12784
Ted,11399,5700,18,3,6360,12783
Tom,10900,5000,15,3,6360,12781
Eileen,3999,7500,28,8,6361,12787
Bazil,7650,6200,18,3,6361,12786
George,1300,3500,9,1,6361,12785
Rand,7199,7700,26,5,6362,10023
Ed,0,3100,12,3,6362,12789
Ron,8400,4400,15,5,6362,12788
Sarah Jane,17202,7100,14,0,6363,NA
Martin,13100,8200,19,0,6363,12791
Keri,21200,11200,26,0,6363,12790
Ryan,10399,11800,16,5,6364,12767
Hannah,8800,10800,14,5,6364,12794
Kevin,7199,12400,19,2,6364,12793
Steve,8000,3500,16,2,6365,12797
Ben,5500,9100,21,2,6365,12796
Rebekah,6000,7300,17,2,6365,12795
Ryan,23300,19000,25,1,6366,12767
Sam,38001,11200,18,1,6366,12799
Margaret,6600,3600,12,5,6366,12798
Linda,15500,8200,21,0,6367,12801
Derek,15400,7700,17,1,6367,2345
Peter,10000,7400,17,2,6367,12800
Sam,7999,11800,21,3,6368,12799
Kirsten,5800,3000,7,4,6368,12803
Steven,0,18000,18,3,6368,12802
Sam,29601,13200,20,2,6369,12799
Justin,13300,6800,11,0,6369,12805
Heather,100,16800,16,1,6369,12804
Katherine,4100,8100,21,1,6370,12808
Kyle,14000,5100,12,2,6370,12807
Hans,5600,7000,21,2,6370,12806
Sam,38200,20000,23,1,6371,12799
Christina,13600,11400,15,3,6371,12810
Jeff,1,5200,13,3,6371,12809
Charmion,8000,6900,15,0,6372,12813
Peggy,10800,6400,17,1,6372,12812
Joan,6400,7500,16,0,6372,12811
Richard,9000,7200,24,7,6373,997
Scott,1,2800,17,5,6373,12814
Mike,1,300,5,2,6373,995
Sam,42401,21800,22,0,6374,12799
Peter,12800,5600,13,2,6374,12816
JJ,12801,16800,16,1,6374,NA
Jenn,2600,1300,10,4,6375,12817
Bryan,21613,14400,33,1,6375,8263
Michael,10200,5100,14,2,6375,9072
Sam,0,6000,11,2,6376,12799
Jennifer,12001,10200,15,2,6376,12819
Roey,23600,23800,30,3,6376,12818
Anne,12300,10300,25,1,6377,9055
Chris,1600,800,4,0,6377,12821
Scott,9000,9100,25,2,6377,12820
Nathan,6336,11800,17,5,6379,12822
Kathleen,-1000,-1000,5,7,6379,12825
Jason,26600,22000,25,1,6379,12824
Dave,13300,6700,14,2,6380,12827
Elizabeth,13000,6500,21,2,6380,12826
Martin,12600,10100,22,1,6380,12791
Jason,18600,23800,24,1,6381,12824
James,10,18600,24,1,6381,12829
Cristina,211,7000,7,0,6381,12828
Bob,7800,8200,25,4,6382,12832
Katie,0,1200,7,2,6382,12831
Fran,11800,10900,24,1,6382,12830
Jamie,12000,4800,17,3,6383,999
Andrew,11500,6100,17,3,6383,1001
Richard,9200,5400,20,4,6383,997
Jason,30100,18600,26,2,6384,12824
Peggy,12400,11400,13,1,6384,12834
John,29998,11800,12,1,6384,12833
Jessi,0,4000,17,4,6385,12837
Brent,900,4600,15,4,6385,12836
Carrie,10800,10700,21,1,6385,12835
Jason,30000,21200,28,3,6386,12824
Michelle,3000,5000,7,2,6386,12839
Corin,6100,14200,17,0,6386,12838
Sandra,-500,-500,6,4,6387,12842
Todd,16000,17300,38,3,6387,12841
Nancy,0,3800,10,1,6387,12840
Jason,4400,18200,18,2,6388,12824
Eric,0,9200,20,6,6388,12844
Shari,0,6000,10,1,6388,12843
Jason,27600,27800,34,4,6389,12824
Maggie,0,3200,8,2,6389,12846
Michael,2,3200,10,4,6389,12845
Linda,7100,9000,18,0,6390,12801
Joe,14600,7300,17,0,6390,2343
Geoff,12200,6100,16,0,6390,12847
Ross,8801,8600,19,2,6391,12850
Ed,8800,4400,20,5,6391,12849
Don,0,900,8,5,6391,12848
Chris,0,9200,18,3,6392,12852
Scott,7200,7200,20,2,6392,12814
Dionne,100,3400,12,1,6392,12851
Keena,11800,5900,13,3,6393,12854
Nikki,8800,4400,15,0,6393,12853
Jeff,11801,9600,26,2,6393,12773
Marty,2799,1900,16,7,6394,12857
Jan,8100,6100,14,2,6394,12856
Al,13300,12300,22,1,6394,12855
Keena,12900,6500,17,0,6395,12854
Dave,0,5800,12,1,6395,12858
Eric,13001,11700,27,1,6395,1601
Fran,5799,10300,22,2,6396,12830
Joan,11800,5900,16,1,6396,12859
Charmion,0,8000,19,1,6396,12813
Peji,9200,8400,25,7,6397,1000
Jamie,11000,6600,15,2,6397,999
Stacey,2000,5100,15,2,6397,12860
Eric,10799,11300,24,2,6398,1601
Ann,15500,8000,23,1,6398,12774
Jessica,11199,5600,11,2,6398,12752
Louise,12401,8100,23,5,6399,12273
Ross,0,6000,17,2,6399,12850
Tom,7300,3700,10,3,6399,12274
Jennifer,4000,8000,18,2,6400,12862
Andrew,10002,8000,20,1,6400,1001
Kate,1,5000,17,2,6400,12861
Louise,4700,4100,17,5,6401,12273
Joan,7000,5400,16,2,6401,12859
Peggy,11400,10200,20,0,6401,12812
Barbara,9000,10000,25,3,6403,12865
David,0,2700,13,2,6403,12864
Bob,8800,7700,19,4,6403,12863
Julia,6100,6500,17,3,6404,12868
Don,100,3600,16,6,6404,12867
Marty,8000,10100,24,4,6404,12866
Tim,10810,11100,25,1,6405,12707
Kelly,400,2300,15,4,6405,12870
David,1600,3300,10,2,6405,12869
Katie,12900,5300,14,3,6406,12872
Mike,6400,3200,10,0,6406,12871
Scott,14100,12600,30,2,6406,577
Marilyn,4000,2500,14,3,6407,10393
Hugh,4800,6400,18,4,6407,10392
Will,3000,6100,21,4,6407,10394
Peggy,7001,6300,17,2,6409,12812
Ed,7000,3200,18,6,6409,12849
Franceline,3600,1800,9,4,6409,12873
Jason,29200,28600,29,2,6410,12824
Holly,2800,7800,11,0,6410,12875
Victor,1,400,6,4,6410,12874
Jason,25600,21400,27,1,6411,12824
Sean,0,6600,9,3,6411,12877
Valerie,24200,12200,14,1,6411,12876
Jason,41143,28400,35,3,6412,12824
Carolyn,4399,4600,6,2,6412,12879
Frank,4795,2400,6,1,6412,12878
Jason,40600,30400,35,2,6413,12824
Jeff,10000,10200,16,2,6413,12881
Eric,3999,2000,4,3,6413,12880
Jason,58400,33200,38,1,6414,12824
Jack,3600,5600,10,1,6414,12883
Tabitha,2799,1400,8,4,6414,12882
Michael,0,3000,12,4,6415,12886
Phyllis,2099,5100,21,5,6415,12885
Ken,7550,4200,12,3,6415,12884
Jason,24400,25800,27,1,6416,12824
Laura,16800,8800,18,4,6416,12888
Rodrigo,1,200,4,5,6416,12887
Jason,5300,23000,29,1,6417,12824
Helen,0,5400,9,1,6417,12890
Colin,101,15000,15,1,6417,12889
Jason,37600,27400,30,3,6418,12824
Barbara,15599,8600,13,2,6418,12892
Jon,0,7800,12,1,6418,12891
Jason,18800,16800,22,1,6419,12824
Nilla,130,4400,9,5,6419,12894
Adam,6533,15800,16,2,6419,12893
Jason,18753,21600,26,3,6420,12824
John!,5599,6000,12,2,6420,NA
Heather,6350,9200,11,1,6420,12895
Tom,3400,1700,13,5,6421,12899
Andrea,2200,1300,10,6,6421,12898
Phil,5399,4200,18,7,6421,12897
Jason,35000,26000,30,2,6422,12824
Jacky,1000,5600,8,1,6422,12901
Trey,75,2200,6,6,6422,12900
Jason,30000,28000,31,1,6423,12824
Karen,2400,2200,9,3,6423,12903
ian,10863,12200,17,3,6423,NA
Jason,30400,25000,26,0,6424,12824
Ted,2799,10600,15,0,6424,12905
Gairen,1,11800,15,2,6424,12904
Jason,19500,21000,25,0,6425,12824
Christine,100,11000,16,4,6425,12907
Gabe,22400,8000,15,3,6425,12906
Gabe,6799,10600,14,3,6426,12906
Steve,5995,12200,13,2,6426,12909
Laurel,31201,16600,19,1,6426,12908
Phil,2600,5400,23,4,6427,12897
Donald,7000,3200,13,5,6427,8505
Diana,0,2500,9,3,6427,12910
Pam,2000,1500,11,3,6428,4010
Janet,2000,3300,18,6,6428,12912
Warren,6195,6600,15,5,6428,12911
Laurel,32801,15600,21,2,6429,12908
Jennifer,15199,14400,19,0,6429,12914
Jason,30401,12600,14,4,6429,12913
Dave,6800,11600,26,1,6430,12917
Vernon,0,3200,13,3,6430,12916
Molly,2,3100,11,4,6430,12915
Laurel,1,8600,14,3,6431,12908
Abby,10000,5000,10,3,6431,12919
Kevin,23000,23400,27,1,6431,12918
Kevin,26401,12400,23,4,6432,12918
Julie,4800,10200,10,0,6432,12921
Bill,21610,11600,16,4,6432,12920
Kevin,10001,10000,15,5,6433,12918
Raghuvansh,1,7000,13,5,6433,12923
Kate,9200,4400,9,2,6433,12922
Kevin,14001,14000,16,3,6434,12918
Beth,2,7000,13,3,6434,12925
Kara,17800,16400,21,2,6434,12924
Marvin,8001,7700,20,4,6435,6817
Jackie,8000,4000,13,1,6435,12927
Greg,-400,600,9,4,6435,12926
Marvin,0,4900,19,1,6436,6817
Kathleen,100,5300,13,2,6436,12929
Paul,4000,4200,14,5,6436,12928
Kara,10400,5200,15,5,6437,12924
Ben,1199,8400,13,5,6437,12931
Jessica,12600,15200,16,1,6437,12930
Jessica,20000,17200,21,1,6438,12930
Rahul,-400,-400,6,4,6438,12933
Scottie,0,10600,19,5,6438,12932
Jessica,19599,9800,13,2,6439,12930
Emily,8300,14400,17,3,6439,12935
Steven,14653,12600,19,3,6439,12934
Jessica,1,7600,15,3,6440,12930
Cara,200,8000,15,4,6440,12937
Geoff,33399,16000,21,2,6440,12936
Geoff,0,3400,12,7,6441,12936
Susan,8700,12000,12,1,6441,12939
Lindsey,6799,17200,26,2,6441,12938
Susan,9300,7800,9,2,6442,12939
Anthony,5500,12600,18,3,6442,12941
Erin,20400,16400,22,6,6442,12940
Erin,1,13000,16,1,6443,12940
Dmitriy,6400,6000,11,4,6443,12943
Ed,31000,26800,30,1,6443,12942
Ed,42600,19600,25,2,6444,12942
John,0,15400,17,2,6444,12945
Jackie,7999,7000,11,3,6444,12944
Ed,10100,10000,19,7,6445,12942
Laura,8001,6000,9,3,6445,12947
Daryn,18200,17200,20,2,6445,12946
Daryn,3599,13400,19,3,6446,12946
Brian,2400,12400,18,2,6446,12949
Amanda,2,14400,15,2,6446,12948
Daryn,4799,16200,21,4,6447,12946
Mononita,199,7000,12,4,6447,12951
Ryan,9199,14200,20,1,6447,12950
Ryan,0,8000,12,2,6448,12950
Martha,16400,13200,21,3,6448,12953
Andre,1799,13800,19,4,6448,12952
Martha,2800,9800,15,4,6449,12953
Allyson,9500,13400,16,0,6449,12955
Nick,3999,13800,19,3,6449,12954
Allyson,7400,12200,12,0,6450,12955
Jamie,9999,17200,20,2,6450,12957
Mushtaq,8986,15200,22,3,6450,12956
Jamie,16600,7800,15,2,6451,12957
Kris,37600,24200,26,3,6451,12959
Erin,15990,6800,12,2,6451,12958
Kris,13400,7200,14,4,6452,12959
Diana,14000,11600,15,4,6452,12961
Steve!,21201,15600,21,1,6452,NA
Steve!,32801,17000,21,2,6453,NA
Kari,0,6000,9,1,6453,12963
Anthony,32799,14200,21,2,6453,12962
Steve!,31601,15000,21,3,6454,NA
Sam!,10200,6200,8,1,6454,NA
Dave,3,14400,18,3,6454,12964
Steve!,0,16000,21,2,6455,NA
Miriam,17100,7800,13,4,6455,12967
Andrew,24001,12600,15,2,6455,12966
Andrew,6799,14800,19,5,6456,12966
Christine,0,11600,18,3,6456,12969
Jennifer,0,10200,15,0,6456,12968
Mitch,7200,3600,12,0,6457,12972
Elaine,1000,4200,10,2,6457,12971
David,8100,7700,18,2,6457,12970
David,7700,6000,14,1,6458,12970
Gordon,20800,12300,29,1,6458,12974
Susan,100,2100,6,3,6458,12973
Kyle,16800,12000,19,3,6459,12977
Anneke,4799,11400,12,1,6459,12976
Gilbert,16801,7800,14,2,6459,12975
Rob,799,7800,13,6,6460,12980
Dhruv,20001,16600,20,1,6460,12979
Rachel,13601,10000,15,1,6460,12978
James,30635,31200,33,1,6461,12983
Alan,1,3600,11,3,6461,12982
Lindsey,14000,9800,13,0,6461,12981
Josh,10597,12200,16,2,6462,12986
Eric,8000,10200,15,2,6462,12985
Emma,23800,20400,23,1,6462,12984
Ryan,8000,9400,14,6,6463,12989
Steven,18400,9200,19,3,6463,12988
Francois,34300,25600,24,0,6463,12987
Emma,29601,19200,21,2,6464,12984
Dhruv,5,4000,10,4,6464,12979
Kyle,19201,11200,17,3,6464,12977
James,30156,22600,27,1,6465,12983
Steven,11400,11400,17,3,6465,12988
Rachel,7200,5600,9,0,6465,12978
Francois,34801,16000,18,1,6466,12987
Gilbert,12600,12600,17,2,6466,12975
Lindsey,12799,19000,21,2,6466,12981
Francois,1800,7800,12,2,6467,12987
James,49326,22400,28,3,6467,12983
Emma,26400,13200,14,0,6467,12984
Andrew,9201,9600,20,6,6469,12966
Beverly,200,4600,6,1,6469,12991
Kevin,15600,24000,25,2,6469,12990
Kevin,18600,9600,16,2,6470,12990
Shannon,7999,14600,19,3,6470,12993
Sathvik,27201,15200,18,6,6470,12992
Sathvik,27799,9800,12,1,6471,12992
Elise,34600,26600,27,0,6471,12995
Dave,2400,9400,15,3,6471,12994
Elise,20200,24000,28,2,6472,12995
Ryan,4399,6600,10,2,6472,12997
Darrin,2200,7400,14,3,6472,12996
Elise,24800,14000,23,4,6473,12995
Seema,0,4600,10,2,6473,12999
Joyee,14799,12600,21,2,6473,12998
Dave,12600,6600,18,0,6474,10825
Drew,6599,10900,18,1,6474,13001
Mary,7300,3800,13,1,6474,13000
Jer,5800,2900,14,2,6475,13004
Nina,0,3600,13,2,6475,13003
Wayne,8200,11300,24,2,6475,13002
Wayne,8600,6700,16,2,6476,13002
Catherine,4100,9100,19,0,6476,13006
Ken,1000,5100,16,0,6476,13005
Elise,800,21400,24,2,6477,12995
Beth,39601,15600,16,1,6477,13008
Stephen,3500,2600,11,3,6477,13007
Beth,14000,17600,23,3,6478,13008
Julie,0,6400,15,4,6478,13010
Ian,100,6200,10,4,6478,13009
Beth,599,10200,17,3,6479,13008
Ben,4798,8600,16,6,6479,13012
Ellen,11200,13400,15,0,6479,13011
Ellen,10,6400,9,2,6480,13011
Jamin,1600,9200,19,2,6480,13014
Alex,12801,10600,12,2,6480,13013
Alex,13399,10400,18,3,6481,13013
Emma,100,6800,13,3,6481,13016
Gabrielle,1599,8200,14,2,6481,13015
Alex,7349,8000,9,3,6482,13013
Joanna,5599,8400,15,2,6482,13018
Mohammed,2799,10800,12,1,6482,13017
Alex,2388,7400,14,1,6483,13013
Stephanie,12399,12800,17,2,6483,13020
Theodore,100,5800,14,7,6483,13019
Stephanie,2400,4400,13,2,6484,13020
Davita,3200,6000,8,0,6484,13022
Jennifer,45200,29400,33,5,6484,13021
Jennifer,29600,14600,24,5,6485,13021
Chris,11501,5800,14,6,6485,13024
Kelly,3800,13800,17,3,6485,13023
Jennifer,15500,20600,28,4,6486,13021
Randy,6500,3400,11,6,6486,13026
Katie,3599,9400,14,3,6486,13025
Paul,6400,8200,32,10,6487,13029
Jim,6400,3200,9,2,6487,13028
Gary,-300,-300,6,4,6487,13027
Tom,0,3900,17,4,6488,13032
Steve,4600,5700,17,3,6488,13031
Dave,8800,10800,20,3,6488,13030
Dave,0,9000,22,1,6489,13030
Phyllis,1599,8600,18,1,6489,13034
Tod,400,3900,13,2,6489,13033
Paul,9800,10600,31,5,6490,13029
Jim,100,4900,13,4,6490,13028
Tink,0,1600,6,1,6490,13035
Jennifer,33000,18800,25,2,6491,13021
Jeff,2,5200,7,2,6491,13037
Ann,6499,12200,18,1,6491,13036
Dave,12000,10100,26,2,6492,6967
Jackie,3001,2700,10,1,6492,13039
Alec,1000,1700,9,4,6492,13038
Jennifer,26200,25200,29,1,6493,13021
Ben,19600,15800,19,5,6493,13041
Shane,1200,7200,10,0,6493,13040
Janet,100,1300,10,2,6494,13044
Marji,5300,6100,20,3,6494,13043
Michael,0,5800,14,3,6494,13042
Jennifer,21900,19200,24,3,6495,13021
Doug,100,10200,11,2,6495,13046
Denise,1,8600,14,2,6495,13045
Jennifer,27000,23800,29,2,6496,13021
Brad,0,800,5,2,6496,13048
Kim,1,11800,20,6,6496,13047
Jennifer,30400,26000,31,0,6497,13021
Jeanne,11198,9200,12,1,6497,13050
Lisa,7100,2600,9,5,6497,13049
Jennifer,34200,17200,23,2,6498,13021
Patrick,10033,14600,17,2,6498,13052
Kirby,34401,15600,15,0,6498,13051
Kirby,4400,4400,9,5,6499,13051
Rodolfo,18799,11600,20,2,6499,13054
Dagmar,5489,14400,18,2,6499,13053
Rodolfo,1,11200,17,3,6500,13054
Christine,5955,15600,19,3,6500,13056
Dave,8218,5200,12,3,6500,13055
Dave,9000,6000,14,6,6501,13055
Peggah,787,800,9,4,6501,13058
Eric,17000,22200,26,4,6501,13057
Eric,25000,15600,21,5,6502,13057
Lucy,11400,8400,13,1,6502,13060
Claire,16801,10600,20,4,6502,13059
Eric,800,14800,19,2,6503,13057
Robin,19601,17400,19,2,6503,13062
Jason,599,5200,5,0,6503,13061
Robin,7799,11600,18,4,6504,13062
Barbara,6700,15200,15,3,6504,13064
Drew,7700,10200,15,3,6504,13063
Robin,18801,14400,20,6,6505,13062
Alex,28801,15800,21,3,6505,13066
Kristin,0,5000,5,0,6505,13065
Alex,4852,6800,13,7,6506,13066
Usha,0,1000,11,5,6506,13068
Karen,17200,16200,20,3,6506,13067
Karen,18401,12400,20,5,6507,13067
Jamison,4400,9200,14,3,6507,13070
Matt,17595,8200,15,4,6507,13069
Karen,22000,23200,29,2,6508,13067
Scott,1500,2000,10,4,6508,13072
Ilene,4001,7000,9,1,6508,13071
Karen,16800,20400,20,1,6509,13067
Susan,13799,7000,8,1,6509,13074
Bill,100,4400,14,6,6509,13073
Karen,20401,16800,23,3,6510,13067
Val,20398,11600,17,3,6510,13076
Shane,2199,6200,11,2,6510,13075
Karen,20801,17200,21,0,6511,13067
Kevin,13,6800,12,3,6511,13078
Brit,150,10400,15,2,6511,13077
Karen,24200,20800,25,0,6512,13067
Mat,8000,8800,13,5,6512,13080
Shayna,2000,1200,5,2,6512,13079
Karen,19800,19000,28,3,6513,13067
Sayeed,1981,2000,5,4,6513,13082
Kristin,1,9600,10,1,6513,13081
Karen,0,9800,17,5,6514,13067
David,8799,4800,9,3,6514,13084
Lisa,14700,18200,21,4,6514,13083
James,33200,16600,20,0,6515,13087
Ken,45000,25800,29,0,6515,13086
Brad,10400,8400,10,2,6515,13085
Lisa,9800,13800,20,4,6517,13083
Rachel,3799,4200,13,3,6517,13089
Shaun,2300,4200,12,5,6517,13088
James,44314,20400,28,2,6518,13087
Ken,40000,15600,18,1,6518,13086
Brad,14400,7200,10,2,6518,13085
Lisa,18000,19200,24,4,6520,13083
Claire,1,4400,12,3,6520,13091
Katie,36001,18200,18,1,6520,13090
James,27200,13200,24,3,6521,13087
Ken,51200,18000,21,2,6521,13086
Brad,17600,12200,11,1,6521,13085
Katie,17601,10800,16,0,6523,13090
Alek,5800,8800,13,1,6523,13093
Jack,11000,7800,15,6,6523,13092
Katie,10000,12000,17,2,6524,13090
Daniel,4400,4400,10,3,6524,13095
Veronica,21999,21800,25,1,6524,13094
Veronica,30001,15800,21,2,6525,13094
Alissa,3100,8200,15,3,6525,13097
Marlan,30000,14600,20,2,6525,13096
Veronica,16001,11200,16,3,6528,13094
Laura,2200,8600,17,3,6528,13099
Oishee,13199,6600,10,1,6528,13098
Veronica,21000,13000,21,4,6529,13094
Shanu,300,8800,17,8,6529,13101
Priscilla,-5400,-5400,3,7,6529,13100
Veronica,1,7000,11,2,6530,13094
Dennis,21601,17200,16,2,6530,13103
Lindsay,7599,11000,23,4,6530,13102
